Name,Type,Species,Height,Weight (KG),Abilities,Base Exp.,Growth Rate,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total
Slither Wing,Bug Fighting,Paradox Pokémon,3.2,92,1. Protosynthesis,285,Slow,85,135,79,85,105,81,485
Sandy Shocks,Electric Ground,Paradox Pokémon,2.3,60,1. Protosynthesis,285,Slow,85,81,97,121,85,101,485
Iron Treads,Ground Steel,Paradox Pokémon,0.9,240,1. Quark Drive,285,Slow,90,112,120,72,70,106,480
Iron Bundle,Ice Water,Paradox Pokémon,0.6,11,1. Quark Drive,285,Slow,56,80,114,124,60,136,514
Iron Hands,Fighting Electric,Paradox Pokémon,1.8,380.7,1. Quark Drive,285,Slow,154,140,108,50,68,50,416
Iron Jugulis,Dark Flying,Paradox Pokémon,1.3,111,1. Quark Drive,285,Slow,94,80,86,122,80,108,476
Iron Moth,Fire Poison,Paradox Pokémon,1.2,36,1. Quark Drive,285,Slow,80,70,60,140,110,110,490
Iron Thorns,Rock Electric,Paradox Pokémon,1.6,303,1. Quark Drive,285,Slow,100,134,110,70,84,72,470
Frigibax,Dragon Ice,Ice Fin Pokémon,0.5,17,1. Thermal ExchangeIce Body (hidden ability),64,Slow,65,75,45,35,45,55,255
Arctibax,Dragon Ice,Ice Fin Pokémon,0.8,30,1. Thermal ExchangeIce Body (hidden ability),148,Slow,90,95,66,45,65,62,333
Baxcalibur,Dragon Ice,Ice Dragon Pokémon,2.1,210,1. Thermal ExchangeIce Body (hidden ability),300,Slow,115,145,92,75,86,87,485
Gimmighoul,Ghost,Coin Hunter Pokémon,0.1,0.1,Run Away,60,Slow,45,30,25,75,45,80,255
Gholdengo,Steel Ghost,Coin Entity Pokémon,1.2,30,1. Good as Gold,275,Slow,87,60,95,133,91,84,463
Wo-Chien,Dark Grass,Ruinous Pokémon,1.5,74.2,1. Tablets of Ruin,285,Slow,85,85,100,95,135,70,485
Chien-Pao,Dark Ice,Ruinous Pokémon,1.9,152.2,1. Sword of Ruin,285,Slow,80,120,80,90,65,135,490
Ting-Lu,Dark Ground,Ruinous Pokémon,2.7,699.7,1. Vessel of Ruin,285,Slow,155,110,125,55,80,45,415
Chi-Yu,Dark Fire,Ruinous Pokémon,0.4,4.9,1. Beads of Ruin,285,Slow,55,80,80,135,120,100,515
Roaring Moon,Dragon Dark,Paradox Pokémon,2,380,1. Protosynthesis,295,Slow,105,139,71,55,101,119,485
Iron Valiant,Fairy Fighting,Paradox Pokémon,1.4,35,1. Quark Drive,295,Slow,74,130,90,120,60,116,516
Koraidon,Fighting Dragon,Paradox Pokémon,2.5,303,1. Orichalcum Pulse,335,Slow,100,135,115,85,100,135,570
Miraidon,Electric Dragon,Paradox Pokémon,3.5,240,1. Hadron Engine,335,Slow,100,85,100,135,115,135,570
Walking Wake,Water Dragon,Paradox Pokémon,3.5,280,1. Protosynthesis,0,Slow,99,83,91,125,83,109,491
Iron Leaves,Grass Psychic,Paradox Pokémon,1.5,125,1. Quark Drive,0,Slow,90,130,88,70,108,104,500
Dipplin,Grass Dragon,Candy Apple Pokémon,0.4,4.4,1. Supersweet Syrup2. GluttonySticky Hold (hidden ability),0,Erratic,80,80,110,95,80,40,405
Poltchageist,Grass Ghost,Matcha Pokémon,0.1,1.1,1. HospitalityHeatproof (hidden ability),0,Medium Fast,40,45,45,74,54,50,268
Sinistcha,Grass Ghost,Matcha Pokémon,0.2,2.2,1. HospitalityHeatproof (hidden ability),0,Medium Fast,71,60,106,121,80,70,437
Okidogi,Poison Fighting,Retainer Pokémon,1.8,92,1. Toxic ChainGuard Dog (hidden ability),0,Slow,88,128,115,58,86,80,467
Munkidori,Poison Psychic,Retainer Pokémon,1,12.2,1. Toxic ChainFrisk (hidden ability),0,Slow,88,75,66,130,90,106,467
Fezandipiti,Poison Fairy,Retainer Pokémon,1.4,30.1,1. Toxic ChainTechnician (hidden ability),0,Slow,88,91,82,70,125,99,467
Ogerpon,Grass Rock,Mask Pokémon,1.2,39.8,Sturdy Embody Aspect,0,Slow,80,120,84,60,96,110,470
Archaludon,Steel Dragon,Alloy Pokémon,2,60,1. Stamina2. SturdyStalwart (hidden ability),0,Medium Fast,90,105,130,125,65,85,510
Hydrapple,Grass Dragon,—,1.8,93,1. Supersweet Syrup2. RegeneratorSticky Hold (hidden ability),0,Erratic,106,80,110,120,80,44,434
Gouging Fire,Fire Dragon,Paradox Pokémon,3.5,590,1. Protosynthesis,0,Slow,105,115,121,65,93,91,485
Raging Bolt,Electric Dragon,Paradox Pokémon,5.2,480,1. Protosynthesis,0,Slow,125,73,91,137,89,75,465
Iron Boulder,Rock Psychic,Paradox Pokémon,1.5,162.5,1. Quark Drive,0,Slow,90,120,80,68,108,124,500
Iron Crown,Steel Psychic,Paradox Pokémon,1.6,156,1. Quark Drive,0,Slow,90,72,100,122,108,98,500
Terapagos,Normal,Tera Pokémon,1.7,77,Teraform Zero,0,Slow,160,105,110,130,110,85,540
Pecharunt,Poison Ghost,Subjugation Pokémon,0.3,0.3,1. Poison Puppeteer,0,Slow,88,88,160,88,88,88,512
